School_ID,Long_Name,Primary_Category,School_Latitude,School_Longitude,Graduation_4_Year_School_Pct_Year_2,College_Enrollment_School_Pct_Year_2,SAT_Grade_11_Score_School_Avg,Transition_Gap,geometry,GEOID,NAME,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,disadvantage_score
400117,Noble - Hansberry College Prep,HS,41.734442,-87.650987,84.7,70.8,810,13.900000000000006,POINT (-87.650987 41.734442),17031711400,Census Tract 7114; Cook County; Illinois,0.1968562874251497,11.076201860959292,0.1149012567324955,0.4718100890207715,0.7311475409836066,1.9901550221815063
400118,Noble - DRW College Prep,HS,41.869328,-87.711654,64.0,57.1,830,6.899999999999999,POINT (-87.711654 41.869328),17031843000,Census Tract 8430; Cook County; Illinois,0.3121669626998223,10.145766842158814,0.1053140096618357,0.3772321428571428,0.6463288521199586,2.9522390907701284
400105,Urban Prep Academy for Young Men - Bronzeville,HS,41.831118,-87.613629,80.5,57.5,818,23.0,POINT (-87.613629 41.831118),17031351100,Census Tract 3511; Cook County; Illinois,0.5395,9.675394271496003,0.4255788313120176,0.6745283018867925,0.5573122529644269,7.371984042475685
400106,Noble - John and Eunice Johnson College Prep,HS,41.778369,-87.635117,79.2,77.7,809,1.5,POINT (-87.635117 41.778369),17031680900,Census Tract 6809; Cook County; Illinois,0.3490086426029486,10.037362636092157,0.3469004383218534,0.2019099590723056,0.458641975308642,3.982279803951944
400104,Instituto Health Sciences Career Academy,HS,41.845967,-87.68724,84.2,29.0,813,55.2,POINT (-87.68724 41.845967),17031841300,Census Tract 8413; Cook County; Illinois,0.1907164480322906,11.038335333786334,0.0512403416022773,0.1428571428571428,0.3281703775411423,-0.1257066201038087
400097,Noble - Chicago Bulls College Prep,HS,41.878809,-87.678195,93.6,78.0,873,15.599999999999994,POINT (-87.678195 41.878809),17031838000,,,,,,,
400098,Noble - Muchin College Prep,HS,41.88274,-87.626338,93.1,68.1,896,25.0,POINT (-87.626338 41.88274),17031320100,,,,,,,
400094,EPIC Academy Charter High School,HS,41.744849,-87.550222,65.0,41.7,808,23.299999999999997,POINT (-87.550222 41.744849),17031460100,Census Tract 4601; Cook County; Illinois,0.2547000895255147,10.655705206673062,0.1821668264621284,0.4337811900191938,0.6066790352504638,2.8027302742820224
400091,Chicago Technology Academy High School,HS,41.863301,-87.659095,89.1,50.0,772,39.099999999999994,POINT (-87.659095 41.863301),17031842900,Census Tract 8429; Cook County; Illinois,0.4232039636663914,10.28749065734496,0.1018898931799507,0.4444444444444444,0.4056827150749802,3.0869028009502757
400086,Urban Prep Academy for Young Men - Englewood,HS,41.781498,-87.634357,78.2,62.5,792,15.700000000000005,POINT (-87.634357 41.781498),17031834600,Census Tract 8346; Cook County; Illinois,0.3371030882992605,10.188177653501851,0.2239583333333333,0.3651162790697674,0.6258169934640523,3.741146058037972
400085,Acero Charter Schools - Major Hector P. Garcia MD,HS,41.809171,-87.730467,95.5,59.1,845,36.4,POINT (-87.730467 41.809171),17031570200,,,,,,,
400077,University of Chicago - Woodlawn,HS,41.77813,-87.598114,86.7,78.3,827,8.400000000000006,POINT (-87.598114 41.77813),17031834400,Census Tract 8344; Cook County; Illinois,0.1845700508974015,10.526185444405424,0.0895366996356064,0.3310626702997275,0.4611906556141673,1.4433730066475408
400066,Perspectives - Math and Science Academy,HS,41.827784,-87.624788,69.9,46.6,761,23.300000000000004,POINT (-87.624788 41.827784),17031351400,,,,,,,
400064,Perspectives - Rodney D. Joslin,HS,41.855999,-87.628531,86.5,44.8,775,41.7,POINT (-87.628531 41.855999),17031330200,Census Tract 3302; Cook County; Illinois,0.0851544837980406,11.87449441370727,0.0443935926773455,0.1802690582959641,0.4092664092664093,-1.24438974582386
400061,Perspectives - Leadership Academy,HS,41.745961,-87.652045,79.6,42.5,798,37.099999999999994,POINT (-87.652045 41.745961),17031710800,Census Tract 7108; Cook County; Illinois,0.2842170160295931,10.601398368945096,0.1835917958979489,0.5058823529411764,0.5113636363636364,3.068113979020748
400062,Perspectives - High School of Technology,HS,41.745949,-87.650657,68.4,44.1,777,24.300000000000004,POINT (-87.650657 41.745949),17031710800,Census Tract 7108; Cook County; Illinois,0.2842170160295931,10.601398368945096,0.1835917958979489,0.5058823529411764,0.5113636363636364,3.068113979020748
400058,North Lawndale College Prep - Christiana,HS,41.858564,-87.708987,74.2,59.0,785,15.200000000000005,POINT (-87.708987 41.858564),17031841500,Census Tract 8415; Cook County; Illinois,0.3964828137490008,10.20466564265568,0.2477763659466327,0.6168831168831169,0.7408963585434174,5.128242834890465
400057,Noble - UIC College Prep,HS,41.865817,-87.676111,88.0,72.6,881,15.400000000000006,POINT (-87.676111 41.865817),17031842900,Census Tract 8429; Cook County; Illinois,0.4232039636663914,10.28749065734496,0.1018898931799507,0.4444444444444444,0.4056827150749802,3.0869028009502757
400056,Noble - Rowe-Clark Math and Science Academy,HS,41.895362,-87.718047,88.9,45.8,788,43.10000000000001,POINT (-87.718047 41.895362),17031231500,Census Tract 2315; Cook County; Illinois,0.2622001654259718,10.329963707833755,0.1184320266889074,0.5029850746268657,0.6406926406926406,3.018065005790832
400054,Noble - Pritzker College Prep,HS,41.915214,-87.730127,95.3,83.6,922,11.700000000000005,POINT (-87.730127 41.915214),17031831200,Census Tract 8312; Cook County; Illinois,0.1172503806830541,11.06080890401825,0.0783521809369951,0.2248322147651006,0.5409429280397022,0.3189620890086042
400055,Noble - Rauner College Prep,HS,41.892425,-87.660859,82.9,79.7,890,3.200000000000003,POINT (-87.660859 41.892425),17031243400,Census Tract 2434; Cook County; Illinois,0.1231493943472409,11.738290546857096,0.0719761499148211,0.160337552742616,0.3947990543735225,-0.8390777706582662
400052,Noble - Gary Comer College Prep,HS,41.764083,-87.601974,81.4,62.8,803,18.60000000000001,POINT (-87.601974 41.764083),17031841800,Census Tract 8418; Cook County; Illinois,0.1804812834224599,11.005078733229755,0.1956124314442413,0.4897540983606557,0.2398921832884097,1.7788657842451838
400053,Noble - Golder College Prep,HS,41.895282,-87.664483,79.1,64.4,864,14.699999999999989,POINT (-87.664483 41.895282),17031243300,Census Tract 2433; Cook County; Illinois,0.0559829059829059,11.759785542901756,0.0311572700296735,0.048076923076923,0.3691026827012026,-1.826260424527848
400051,Noble - Noble College Prep,HS,41.900191,-87.662628,92.7,87.1,916,5.6000000000000085,POINT (-87.662628 41.900191),17031242000,Census Tract 2420; Cook County; Illinois,0.0672655565293602,11.830163912476142,0.0543833580980683,0.0,0.211514392991239,-2.104782338409232
400059,North Lawndale College Prep - Collins,HS,41.864146,-87.700681,80.7,51.0,778,29.700000000000003,POINT (-87.700681 41.864146),17031843100,Census Tract 8431; Cook County; Illinois,0.3244026068066618,10.840031790437529,0.0547945205479452,0.3639705882352941,0.7309941520467836,2.0510176332529797
400034,CICS - Northtown,HS,41.990245,-87.726504,91.3,71.7,904,19.59999999999999,POINT (-87.726504 41.990245),17031130100,Census Tract 1301; Cook County; Illinois,0.2041682747973755,10.450596888379366,0.0455882352941176,0.1381215469613259,0.4690831556503198,0.7176238720701722
400035,Chicago Math and Science Academy Charter School,HS,42.013031,-87.674818,78.0,69.5,981,8.5,POINT (-87.674818 42.013031),17031010202,Census Tract 102.02; Cook County; Illinois,0.2602552415679124,10.88218954453168,0.1053008595988538,0.123015873015873,0.595050618672666,1.0802801505929862
400032,CICS - Ralph Ellison,HS,41.748382,-87.66898,79.3,47.6,755,31.699999999999996,POINT (-87.66898 41.748382),17031710500,Census Tract 7105; Cook County; Illinois,0.2945679012345679,10.557270009573797,0.106430155210643,0.2086330935251798,0.6849615806805708,1.9911307266321217
400033,CICS - Longwood,HS,41.721221,-87.655768,60.8,37.1,803,23.699999999999996,POINT (-87.655768 41.721221),17031730400,Census Tract 7304; Cook County; Illinois,0.2291196388261851,11.322273304855948,0.1212121212121212,0.1698754246885617,0.5980392156862745,0.749853007096375
